code_header_id,code_category_id,code_header_name,code_header_title,code_header_description,valid_from,valid_to,created_at,updated_at,created_by_user_id,updated_by_user_id
1,1,BEU_MODIFIERS,BEU_MODIFIERS,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
2,1,BIRD_HEIGHTS,BIRD_HEIGHTS,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
3,1,CALL_CLASSES,CALL_CLASSES,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
4,1,CALL_TYPES,CALL_TYPES,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
5,1,CAPTURE_MECHANISMS,CAPTURE_MECHANISMS,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
6,1,CEILINGS,CEILINGS,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
7,1,CENSUS_UNITS,CENSUS_UNITS,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
8,1,CLOUD_COVERS,CLOUD_COVERS,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
9,1,CLOUD_TYPES,CLOUD_TYPES,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
10,1,CONFIRMATION,CONFIRMATION,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
11,1,COVER_SIZES,COVER_SIZES,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
12,1,DAYS_SINCE_LAST_SNOWS,DAYS_SINCE_LAST_SNOWS,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
13,1,DESIGN_COMPONENTS,DESIGN_COMPONENTS,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
14,1,DETECTED_ANIMAL_CLASSES,DETECTED_ANIMAL_CLASSES,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
15,1,DETECTION_TYPES,DETECTION_TYPES,Code from SPI,2020-10-15 14:21:18.906189,,2020-10-15 14:21:18.906189,2020-10-15 14:21:18.906189,1,1
